year,state,Black,Other,White,Female,Male,0 years,1-4 years,10-14 years,15-19 years,20-24 years,25-29 years,30-34 years,35-39 years,40-44 years,45-49 years,5-9 years,50-54 years,55-59 years,60-64 years,65-69 years,70-74 years,75-79 years,80-84 years,85+ years
1980-01-01,IA,41978,20262,2853322,1498373,1417189,48521,174102,231067,275564,272754,243942,207872,161688,141598,134857,210058,145378,145556,133344,118186,97276,75453,52828,45518
1980-01-01,ID,2752,17855,927975,475059,473523,20488,73730,79711,87716,86357,82809,73768,58092,47099,41016,83035,40621,41129,38451,33221,25551,16860,10363,8565
1980-01-01,IL,1682106,190586,9562762,5892751,5542703,185110,661378,917867,1062431,1072332,991609,876667,703301,594158,555395,843981,599693,592011,511350,434230,330323,237868,149654,116096
1980-01-01,IN,415278,32001,5045461,2825623,2667117,89444,329896,454428,526208,519877,464853,414299,333013,282314,265121,429951,282347,277570,234584,198684,153382,111198,70515,55056
1980-01-01,KS,127787,34569,2207732,1209797,1160291,40118,142250,175555,215930,233655,204669,173925,136144,114821,111917,168761,118645,119717,106486,94306,79431,59726,40209,33823
1980-01-01,KY,259617,14972,3390775,1874621,1790743,59840,223445,301751,352980,346615,310792,278375,218912,187339,173902,287831,179622,178125,154272,139045,110479,79247,47368,35424
1980-01-01,LA,1243143,37377,2941063,2173888,2047695,80211,284037,371137,425682,421979,372002,315555,246013,207309,192774,345332,200914,190004,163056,143375,111727,77048,42512,30916
1980-01-01,MA,242404,62533,5443504,3011548,2736893,72229,266561,459064,546316,557093,494108,450397,352011,280147,276225,370449,305509,310202,278307,236323,187960,138274,92443,74823
1980-01-01,MD,963191,76840,3186160,2179177,2047014,59188,214825,354547,405354,392308,373361,357655,293427,237412,218201,289944,227198,222368,181746,143033,105588,72591,44242,33203
1980-01-01,ME,3192,7529,1117104,579943,547882,16723,62150,94155,107382,98888,92595,87615,67695,55970,54539,83599,57332,56531,50950,45233,37364,27112,17673,14319
1980-01-01,MI,1199819,104510,7952347,4743447,4513229,146792,540065,800665,896775,891787,809041,712824,565950,465066,441537,720584,482633,470165,394358,321356,238473,170343,105453,82809
1980-01-01,MN,54588,68638,3963520,2083625,2003121,67920,241698,332628,397452,394927,366035,317240,247993,204184,186445,294708,193016,189377,170859,149780,121535,93261,64116,53572
1980-01-01,MO,514552,38011,4370462,2554167,2368858,77353,278973,381946,458508,446952,401239,357356,292658,249680,241540,353420,252984,254429,225662,207702,173579,127965,79259,61820
1980-01-01,MS,887561,13953,1622497,1308654,1215357,46361,169559,225909,258131,234677,198053,173602,138763,122608,113448,217881,118005,112902,103857,99185,80659,55769,30881,23761
1980-01-01,MT,1811,40803,746140,395138,393616,14225,50691,62700,74273,73751,71583,62164,48372,40659,36323,60100,37392,36530,34800,29766,22134,15062,9317,8912
1980-01-01,NC,1320432,88027,4487719,3033942,2862236,85083,319829,482364,563171,583309,506412,464194,371461,315059,297011,443539,304170,295937,256530,223443,166438,110385,61899,45944
1980-01-01,ND,2608,22454,629439,325231,329270,12072,43070,50941,63472,69576,59011,46309,34480,29449,28567,49028,30463,29246,27957,25938,21334,15433,9922,8233
1980-01-01,NE,48704,17551,1506599,805477,767377,27039,96630,120868,146122,149047,135664,115875,88985,75613,73356,117625,76815,75111,67701,61490,52695,40166,28008,24044
1980-01-01,NH,4087,4807,915908,474232,450570,13406,49567,76743,87427,84507,79988,79011,60974,47349,44234,67435,45849,44756,39819,34548,27612,19360,12433,9784
1980-01-01,NJ,936750,120655,6319567,3837391,3539581,97710,366067,602849,672556,615781,578337,567702,483918,402148,391176,503165,431482,429301,369776,304932,228649,158949,99232,73242
1980-01-01,NM,24691,115923,1168494,663921,645187,26108,89696,114328,132081,125638,116071,102676,78989,67103,61794,109409,60445,58559,49168,43289,32022,21188,11623,8921
1980-01-01,NV,51708,29964,728560,400034,410198,13030,44337,62239,70645,77677,77593,70640,57885,48781,43154,55871,42903,42393,36116,28431,18351,10978,5466,3742
1980-01-01,NY,2505228,373715,14687433,9221361,8345015,241452,896139,1398195,1597708,1524977,1434853,1361420,1113907,938992,904319,1173948,992632,977044,844105,724083,569707,414829,262423,195643
1980-01-01,OH,1077974,66839,9658738,5583756,5219795,169319,620113,885650,1002885,1004568,912727,822511,642976,560098,535078,814177,585295,581213,490618,402822,307169,217884,138655,109793
1980-01-01,OK,206901,192496,2640670,1556198,1483869,51184,184068,231886,277678,285910,255402,225391,183793,156014,148706,229081,150578,150790,132002,122443,102397,74170,44197,34377
1980-01-01,OR,37454,68824,2535850,1341005,1301123,43437,156171,203156,225028,236863,253970,230296,172350,134518,118994,189167,124255,129725,118363,105691,80182,55849,35273,28840
1980-01-01,PA,1053395,81683,10737269,6185532,5686815,159112,591187,928445,1076677,1063377,950150,855087,685833,592792,594896,797655,691710,710499,634927,539212,409523,284071,175556,131638
1980-01-01,RI,31398,10035,907774,496868,452339,12176,44886,73820,89258,91363,76916,70400,54983,44609,44318,60814,52747,55618,49674,42536,33355,24044,15543,12147
1980-01-01,SC,950498,18743,2163146,1608566,1523821,50978,188570,265863,316129,316220,275196,245691,193751,159377,150044,251774,149162,149920,129826,110639,80131,51122,27602,20392
1980-01-01,SD,2189,46802,641722,350100,340613,13158,45465,54163,67875,66738,57123,46496,35372,31158,31189,52610,33428,33465,31082,27684,22973,17762,12435,10537
1980-01-01,TN,725528,20934,3854243,2379413,2221292,69678,257657,370175,428478,424927,390530,359215,289348,247014,231051,347496,233927,230273,200653,180948,142933,98129,56324,41949
1980-01-01,TX,1732480,181810,12423465,7284806,7052949,259979,923966,1189668,1351675,1428222,1322536,1142431,890864,729717,682437,1169663,683296,646951,537454,476450,373597,263265,152056,113528
1980-01-01,UT,9478,39547,1424146,742518,730653,42715,149364,127449,138263,155832,137321,107180,79890,64022,57098,148152,56029,52907,46624,38448,29922,20537,12417,9001
1980-01-01,VA,1012944,81941,4272763,2738143,2629505,77836,284704,430860,505835,533445,482826,454044,369503,299115,271309,384146,274515,267790,222829,183605,136434,92204,54850,41798
1980-01-01,VT,1157,2528,509139,263047,249777,7731,28528,42642,50804,49276,44885,42731,32753,25237,23515,37563,24196,23463,21092,18599,15271,11238,7231,6069
1980-01-01,WA,107783,176314,3871101,2091067,2064131,68076,241276,323496,368060,400697,393715,359313,276970,215975,193506,295419,198901,203788,180662,152247,113152,78214,49689,42042
1980-01-01,WI,184272,52059,4477660,2404550,2309441,75671,272928,390757,464136,452240,404193,351691,273510,231030,218656,342746,232884,228803,207119,185442,146512,108288,70916,56469
1980-01-01,WV,65115,7330,1880429,1005997,946877,30333,115249,157684,173831,172782,161158,146138,110620,97879,93065,152057,104523,105448,93137,83006,64648,44596,27059,19661
1980-01-01,WY,3411,9513,461457,231478,242903,10305,35356,37651,42548,50409,49880,40229,29780,23913,20870,39632,21166,19244,15982,13122,9868,6709,4217,3500
1981-01-01,AK,14819,75656,328044,197010,221509,9279,32823,35479,38394,41686,50693,47475,33153,24533,19185,34542,16593,13230,8941,5618,3375,1997,868,655
1981-01-01,AL,999972,20632,2897922,2036194,1882332,62538,237340,328056,365454,368151,323515,297160,232238,204057,191644,299810,195432,190593,172148,155853,125011,86868,47031,35627
1981-01-01,AR,374993,18008,1900195,1185948,1107248,37189,139296,185252,207724,196562,176808,168103,134906,116943,107560,173599,108611,112416,110919,105193,87744,62445,34769,27157
1981-01-01,AZ,80479,189974,2539657,1426446,1383664,49003,174759,223429,246367,273734,252000,227609,170888,142615,127537,204481,129777,132467,129012,119891,92580,60161,32167,21633
1981-01-01,CA,1885457,1741257,20659184,12290510,11995388,398199,1414245,1819397,2078007,2407806,2369355,2175141,1627329,1314192,1159400,1614875,1190190,1192877,1033949,857876,655518,461866,287939,227737
1981-01-01,CO,108638,59332,2809947,1498475,1479442,50190,179990,233769,258341,304336,312790,294440,205151,161243,140402,207954,136849,127654,108862,86461,66778,46967,30280,25460
1981-01-01,CT,227496,29624,2871729,1620072,1508777,39599,148996,248950,286561,276008,257905,252540,212248,170418,156943,191635,174949,175818,159761,129919,96862,68445,43728,37564
1981-01-01,DC,445455,8878,182558,341853,295038,7759,28450,41481,52519,72448,68351,60027,41990,33403,29285,32889,31544,33205,29596,25621,19891,13545,8248,6639
1981-01-01,DE,96946,6312,492716,308561,287413,9102,33380,47304,56726,60392,50701,47577,37617,31895,29870,39364,31746,31420,27708,21842,16004,10725,7037,5564
1981-01-01,FL,1406266,94364,8692184,5297979,4894835,131424,484122,707630,814839,854131,804795,743611,592375,516688,484753,607715,529489,566046,591169,591986,501252,349851,193648,127290
1981-01-01,GA,1502631,40344,4025445,2877924,2690496,90881,338716,475466,521883,526729,497642,480444,369630,303833,270525,428208,261906,248176,221354,190127,147954,98366,55057,41523
1981-01-01,HI,19286,680160,278755,477398,500803,18015,62706,75031,85217,102006,97927,89136,66814,49383,43862,70724,48508,48022,39726,30707,21618,14563,8197,6039
1981-01-01,IA,42679,21713,2843611,1495627,1412376,48626,177435,228560,261768,274725,243730,217837,161114,142437,133156,203677,142544,143708,134414,119093,98368,76720,53278,46813
1981-01-01,ID,2862,18658,940724,481952,480292,20764,75950,81646,84822,86541,83144,77792,59062,48782,41432,83285,41071,40716,39469,33856,26679,17605,10815,8813
1981-01-01,IL,1679838,202898,9560775,5896226,5547285,186442,678525,916371,1026469,1069426,1006474,919373,706188,601331,545406,813066,586865,584962,515485,439039,335629,241694,151589,119177
1981-01-01,IN,414825,33974,5031683,2820453,2660029,88702,332415,453691,502630,523567,467565,430314,332601,286345,260503,412634,277216,274450,237695,201834,155826,114012,72034,56448
1981-01-01,KS,130059,36892,2217862,1217006,1167807,40710,147351,176502,204520,236678,210148,183631,138105,116625,110222,165743,117052,118291,108150,94508,80117,60893,40973,34594
1981-01-01,KY,259580,15864,3394952,1880413,1789983,59588,225586,302202,340523,348134,313344,290295,219969,191004,173107,278290,178091,176640,156286,139320,111877,81031,48664,36445
1981-01-01,LA,1265925,40420,2976967,2205493,2077819,81036,295666,372176,418005,430043,382604,335278,250668,213908,193083,339685,201039,192350,168341,142257,113119,78493,43666,31895
1981-01-01,MA,250734,72204,5445764,3021407,2747295,72952,271741,450378,528105,572456,508053,471768,361209,286708,270241,349177,299744,305540,281657,238636,190908,139497,93059,76873
1981-01-01,MD,983744,84042,3194144,2199189,2062741,60005,222117,349309,400994,392938,379850,376912,299543,245204,217665,275628,224996,220393,187211,145767,107946,75360,45432,34660
1981-01-01,ME,3412,8072,1121555,582589,550450,16744,63235,93480,104960,100175,92713,92653,69633,56816,54143,80173,57068,56053,51413,45506,37969,27593,17943,14769
1981-01-01,MI,1195937,109833,7903582,4722748,4486604,146689,547751,799110,863220,880595,809680,740914,565398,469127,429519,687104,469655,463391,398137,328505,243107,174400,107374,85676
1981-01-01,MN,58727,74995,3978030,2097609,2014143,68855,249983,329934,380345,399205,371965,337369,251226,210002,185392,285301,191374,188204,171687,152166,123182,95128,64878,55556
1981-01-01,MO,516441,40507,4375155,2558847,2373256,78000,286970,382346,438996,452497,408317,374134,292651,253998,238092,341585,249286,251342,227339,206380,174957,130375,81286,63552
1981-01-01,MS,893654,14828,1630556,1317269,1221769,46212,173645,227094,251914,240425,200625,181554,140065,124118,113672,211281,117125,113160,104678,97693,81639,57699,31948,24491
1981-01-01,MT,1873,42188,751269,398843,396487,14452,52583,63546,71737,72710,71110,65897,49086,41911,36573,59155,37407,36346,35271,30366,22956,15635,9507,9082
1981-01-01,NC,1329991,92995,4533732,3066676,2890042,85019,325135,487065,543142,601156,519088,484482,379853,320868,300345,423370,302575,295372,262543,226355,172426,115319,64451,48154
1981-01-01,ND,2718,23584,633192,328121,331373,12264,44536,50652,60288,70235,60507,49249,35013,29675,28448,48705,30263,29324,28036,25922,21770,15946,10160,8501
1981-01-01,NE,49449,18471,1510561,808736,769745,27280,99183,120893,138832,149920,137521,123038,90042,76832,71989,114644,76362,74866,68374,61470,53219,40863,28310,24843
1981-01-01,NH,4417,5479,926734,480316,456314,13624,51002,76618,84237,87698,81024,84156,63646,49099,44303,64381,45690,44552,40360,35173,28232,19756,12964,10115
1981-01-01,NJ,947487,137683,6322338,3851989,3555519,97464,369164,593598,668664,619237,589731,591897,495238,412578,383177,477250,425583,424499,377855,309119,234254,162449,100017,75734
1981-01-01,NM,25592,120016,1187160,676291,656477,26713,94103,115813,129470,126891,117925,109503,80963,68923,62235,107978,61207,58895,50800,44084,33463,22229,12224,9349
1981-01-01,NV,54187,33028,760429,417934,429710,13962,48455,64475,71477,78647,83408,77359,60301,51332,44715,56149,44134,43352,38238,30177,19639,11766,5955,4103
1981-01-01,NY,2552813,413054,14601863,9218843,8348887,241128,905910,1373902,1568486,1545706,1448486,1421107,1130293,955431,884192,1119332,973425,964199,856212,720677,575049,418431,263728,202036
1981-01-01,OH,1082644,71450,9634248,5579488,5208854,168836,629212,883954,965399,1001377,923100,860466,644479,565776,524998,775891,572366,575788,498557,410156,311617,223391,140110,112869
1981-01-01,OK,212376,205018,2678739,1585644,1510489,52223,191835,238178,268640,293152,263770,238849,187641,161163,150680,225834,151741,152626,137536,121061,103728,76266,45846,35364
1981-01-01,OR,38432,73381,2556186,1354363,1313636,44204,161539,206024,217533,232531,252741,243635,176814,140447,118765,186582,123455,128381,121003,107472,83125,57662,36216,29870
1981-01-01,PA,1055263,88976,10714430,6181293,5677376,159405,601568,916586,1040861,1075267,959780,894701,691115,598874,578043,758629,672187,700902,641941,546319,417905,291256,177595,135735
1981-01-01,RI,32564,11335,909116,498668,454347,12387,46083,72489,85475,95636,78798,73506,56595,45279,43073,57534,51078,54834,50506,42911,34054,24550,15673,12554
1981-01-01,SC,962076,20122,2197071,1630695,1548574,51276,193755,267721,308318,327636,282201,259028,198479,164817,151695,242335,149108,149603,134048,112169,83307,53770,28587,21416
1981-01-01,SD,2289,47755,639538,349840,339742,13161,46523,53461,63815,67567,57606,49176,35457,31143,30505,51334,32822,32994,31253,27850,23362,18017,12670,10866
1981-01-01,TN,726979,23148,3877541,2394126,2233542,69859,262745,372891,414306,430925,397017,374664,292630,251397,232083,334134,232368,229220,204085,180647,145860,101345,58272,43220
1981-01-01,TX,1783588,206830,12755922,7492247,7254093,268926,975853,1234341,1327075,1460076,1392542,1230892,924292,760672,693271,1157891,693549,659379,561450,477228,382715,270781,157797,117610
1981-01-01,UT,9810,42159,1463514,763691,751792,43975,156293,134636,133208,156150,144654,114372,81703,65761,57826,154456,56541,53502,48060,39419,30983,21656,12840,9448
1981-01-01,VA,1028947,91610,4323598,2774233,2669922,78557,292309,432918,498727,543984,498537,477458,379010,310005,272722,367130,274343,266545,229889,185840,140656,95067,56626,43832
1981-01-01,VT,1254,2801,511533,264456,251132,7844,29360,42592,47847,51632,44442,44796,33833,26159,23277,35927,24213,23189,21360,18628,15528,11308,7466,6187
1981-01-01,WA,112519,189380,3933834,2130998,2104735,70007,252583,330334,358065,401355,404530,382523,287883,225418,195274,290539,199529,202157,187069,155574,117306,81179,50951,43457
1981-01-01,WI,189366,56419,4480530,2412399,2313916,75814,279081,385375,445405,459905,408425,370057,277346,234598,215537,330791,231025,226766,207669,187812,149314,110798,72032,58565
1981-01-01,WV,64789,7666,1881650,1007718,946387,29918,115067,158304,168715,172410,159749,153494,111894,99261,92620,147062,102793,105710,94961,82999,65641,45728,27584,20195
1981-01-01,WY,3504,10144,478052,240569,251131,10840,38010,39801,41630,49229,51427,43972,30851,25288,21716,40552,22111,20430,17498,13303,10196,6954,4326,3566
1982-01-01,AK,16298,81414,351896,212046,237562,10076,36095,37351,39852,41592,54082,52109,38604,27263,20889,36142,17853,14312,10058,5965,3605,2098,962,700
1982-01-01,AL,1000534,22523,2902271,2041319,1884009,61676,236499,325811,352517,368068,328924,293092,249070,208428,191491,292844,192816,190173,174940,155682,127453,89553,49416,36875
1982-01-01,AR,375183,18659,1900455,1187131,1107166,36478,138408,183690,200321,197672,178444,164995,143739,120717,107704,170719,106945,111269,111517,104662,88350,64091,36693,27883
1982-01-01,AZ,83692,197866,2608319,1466644,1423233,50347,181843,224734,242685,277686,266288,232588,188222,150432,130778,205309,131242,132418,133470,123565,97018,63910,34262,23080
1982-01-01,CA,1925966,1900563,20993496,12538867,12281158,413880,1484958,1823286,2035394,2429065,2488033,2205196,1785628,1367257,1170748,1643522,1177919,1176245,1063274,873394,674557,475986,295919,235764
