year,state,index_total,index_per100k,violent_total,violent_per100k,property_total,property_per100k,murder_total,murder_per100k,forcible_rape_total,forcible_rape_per100k,robbery_total,robbery_per100k,aggravated_assault_total,aggravated_assault_per100k,burglary_total,burglary_per100k,larceny_theft_total,larceny_theft_per100k,vehicle_theft_total,vehicle_theft_per100k
1960-01-01,AR,18472,1034.1,1924,107.7,16548,926.4,152,85,159,89,443,24.8,1170,65.5,5399,302.2,10250,573.8,899,50.3
1961-01-01,AR,18645,1037.6,1809,100.7,16836,936.9,163,91,130,72,446,24.8,1070,59.5,5536,308.1,10211,568.2,1089,60.6
1962-01-01,AR,19866,1089.7,1667,91.4,18199,998.3,144,79,124,68,400,21.9,999,54.8,5683,311.7,11169,612.7,1347,73.9
1963-01-01,AR,21940,1180.8,1991,107.2,19949,1073.7,137,74,113,61,466,25.1,1275,68.6,6087,327.6,12315,662.8,1547,83.3
1964-01-01,AR,26274,1359.2,2641,136.6,23633,1222.6,147,76,157,81,565,29.2,1772,91.7,7135,369.1,14622,756.4,1876,97.1
1965-01-01,AR,24975,1274.2,2662,135.8,22313,1138.4,115,59,203,10.4,465,23.7,1879,95.9,6344,323.7,14254,727.2,1715,87.5
1966-01-01,AR,27035,1382.9,3185,162.9,23850,1219.9,139,71,192,98,574,29.4,2280,116.6,7044,360.3,15140,774.4,1666,85.2
1967-01-01,AR,32048,1628.5,4320,219.5,27728,1408.9,173,88,279,14.2,693,35.2,3175,161.3,8735,443.9,17301,879.1,1692,86
1968-01-01,AR,39406,1958.5,4360,216.7,35046,1741.8,163,81,349,17.3,796,39.6,3052,151.7,11463,569.7,21506,1068.9,2077,103.2
1969-01-01,AR,43661,2188.5,4390,220.1,39271,1968.5,197,99,347,17.4,885,44.4,2961,148.4,12989,651.1,24069,1206.5,2213,110.9
1970-01-01,AR,46566,2421.2,4276,222.3,42290,2198.8,195,10.1,328,17.1,877,45.6,2876,149.5,14606,759.4,25388,1320,2296,119.4
1971-01-01,AR,45261,2328.2,4680,240.7,40581,2087.5,204,10.5,332,17.1,947,48.7,3197,164.5,14014,720.9,24173,1243.5,2394,123.1
1972-01-01,AR,46530,2352.4,4840,244.7,41690,2107.7,206,10.4,342,17.3,1084,54.8,3208,162.2,14541,735.1,24891,1258.4,2258,114.2
1973-01-01,AR,56149,2756.5,5905,289.9,50244,2466.6,180,88,398,19.5,1456,71.5,3871,190,18088,888,29204,1433.7,2952,144.9
1974-01-01,AR,68060,3300.7,6521,316.2,61539,2984.4,231,11.2,492,23.9,1664,80.7,4134,200.5,22170,1075.2,35989,1745.3,3380,163.9
1975-01-01,AR,74909,3540.1,7369,348.3,67540,3191.9,213,10.1,547,25.9,1854,87.6,4755,224.7,22791,1077.1,41199,1947,3550,167.8
1976-01-01,AR,71847,3406.7,6410,303.9,65437,3102.8,213,10.1,510,24.2,1618,76.7,4069,192.9,19771,937.5,42474,2013.9,3192,151.4
1977-01-01,AR,71633,3341.1,6924,322.9,64709,3018.1,188,88,592,27.6,1784,83.2,4360,203.4,20852,972.6,39924,1862.1,3933,183.4
1978-01-01,AR,75673,3461.7,7522,344.1,68151,3117.6,199,91,505,23.1,1748,80,5070,231.9,21140,967.1,42647,1950.9,4364,199.6
1979-01-01,AR,78933,3620.8,7984,366.2,70949,3254.5,198,91,595,27.3,1626,74.6,5565,255.3,21457,984.3,45267,2076.5,4225,193.8
1980-01-01,AR,87046,3811.1,7656,335.2,79390,3475.9,210,92,609,26.7,1848,80.9,4989,218.4,25559,1119,49558,2169.8,4273,187.1
1981-01-01,AR,87091,3796.5,7119,310.3,79972,3486.1,209,91,577,25.2,1776,77.4,4557,198.6,24732,1078.1,50959,2221.4,4281,186.6
1982-01-01,AR,88697,3871.5,7438,324.7,81259,3546.9,187,82,622,27.1,1805,78.8,4824,210.6,24547,1071.5,52450,2289.4,4262,186
1983-01-01,AR,81493,3500.6,6930,297.7,74563,3202.9,178,76,586,25.2,1614,69.3,4552,195.5,22380,961.3,48140,2067.9,4043,173.7
1984-01-01,AR,79103,3367.5,7549,321.4,71554,3046.1,176,75,697,29.7,1587,67.6,5089,216.6,20810,885.9,46807,1992.6,3937,167.6
1985-01-01,AR,84571,3585,8199,347.6,76372,3237.5,187,79,686,29.1,1617,68.5,5709,242,22207,941.4,49957,2117.7,4208,178.4
1986-01-01,AR,93094,3924.7,9365,394.8,83729,3529.9,191,81,686,28.9,1890,79.7,6598,278.2,24429,1029.9,54677,2305.1,4623,194.9
1987-01-01,AR,101376,4245.2,9839,412,91537,3833.2,182,76,779,32.6,1890,79.1,6988,292.6,25743,1078,60862,2548.7,4932,206.5
1988-01-01,AR,102199,4219.6,10237,422.7,91962,3796.9,211,87,780,32.2,2037,84.1,7209,297.6,26443,1091.8,60363,2492.3,5156,212.9
1989-01-01,AR,109610,4555.7,11397,473.7,98213,4082,203,84,924,38.4,2660,110.6,7610,316.3,28738,1194.4,63084,2621.9,6391,265.6
1990-01-01,AR,114408,4866.9,12511,532.2,101897,4334.7,241,10.3,1019,43.3,2661,113.2,8590,365.4,28464,1210.9,66630,2834.4,6803,289.4
1991-01-01,AR,122749,5174.9,14072,593.3,108677,4581.7,264,11.1,1058,44.6,3217,135.6,9533,401.9,29093,1226.5,71487,3013.8,8097,341.4
1992-01-01,AR,114233,4761.7,13831,576.5,100402,4185.2,259,10.8,990,41.3,3011,125.5,9571,399,26214,1092.7,66288,2763.2,7900,329.3
1993-01-01,AR,116612,4810.7,14381,593.3,102231,4217.5,247,10.2,1028,42.4,3027,124.9,10079,415.8,26646,1099.3,67767,2795.7,7818,322.5
1994-01-01,AR,117713,4798.7,14598,595.1,103115,4203.6,294,12,1028,41.9,3158,128.7,10118,412.5,26911,1097.1,68478,2791.6,7726,315
1995-01-01,AR,116521,4690.9,13741,553.2,102780,4137.7,259,10.4,925,37.2,3122,125.7,9435,379.8,24763,996.9,69935,2815.4,8082,325.4
1996-01-01,AR,117951,4699.2,13161,524.3,104790,4174.9,219,87,1046,41.7,2864,114.1,9032,359.8,23925,953.2,73010,2908.8,7855,312.9
1997-01-01,AR,119052,4718.7,13293,526.9,105759,4191.8,250,99,1098,41.3,2814,111.5,9131,361.9,25568,1013.4,72253,2863.8,7938,314.6
1998-01-01,AR,108713,4283.4,12442,490.2,96271,3793.2,201,79,893,35.2,2442,96.2,8906,350.9,23559,928.3,65525,2581.8,7187,283.2
1999-01-01,AR,103131,4042.2,10848,425.2,92283,3617,143,56,710,27.8,2024,79.3,7971,312.4,21692,850.2,63927,2505.6,6664,261.2
2000-01-01,AR,110019,4115.3,11904,445.3,98115,3670,168,63,848,31.7,2001,74.8,8887,332.4,21443,802.1,69740,2608.7,6932,259.3
2001-01-01,AR,111296,4130.2,12190,452.4,99106,3677.8,148,55,892,33.1,2181,80.9,8969,332.8,22196,823.7,69590,2582.5,7320,271.6
2002-01-01,AR,112672,4163.4,11501,425,101171,3738.4,142,52,754,27.9,2524,93.3,8081,298.6,23229,858.3,71525,2628.3,6813,251.7
2003-01-01,AR,111533,4088.8,12449,456.4,99084,3632.4,180,66,911,33.4,2227,81.6,9131,334.7,25016,917.1,68061,2495.1,6007,220.2
2004-01-01,AR,124725,4535.4,13814,502.3,110911,4033.1,176,64,1183,43,2372,86.3,10083,366.7,30151,1096.4,74242,2699.7,6581,237
2005-01-01,AR,127584,4596.4,14670,528.5,112914,4067.9,189,68,1202,43.3,2532,91.2,10747,387.2,30118,1085.1,75510,2720.4,7286,262.5
2006-01-01,AR,127177,4518.1,15506,551.6,111521,3967.5,205,73,1308,46.5,2766,98.4,11227,399.4,32042,1139.9,72016,2562.1,7463,265.5
2007-01-01,AR,127568,4472.5,15507,529.4,112061,3953.1,191,67,1268,44.7,3024,106.7,10524,371.2,32072,1131.4,72979,2574.4,7010,247.3
2008-01-01,AR,124224,4331.7,14472,504.6,109752,3827.1,164,57,1425,49.7,2756,96.1,10127,353.1,33772,1177.6,69482,2422.9,6498,226.6
2009-01-01,AR,123983,4290.8,14905,515.8,109078,3775,179,62,1378,47.7,2576,89.2,10772,372.8,34753,1202.8,68228,2361.3,6097,211
2010-01-01,AR,118531,4057,14711,503.5,103820,3553.5,134,46,1321,45.2,2369,81.1,10887,372.6,32463,1111.1,65796,2252.1,5561,190.3
2011-01-01,AR,124603,4235,14173,480.9,110430,3754.1,160,55,1230,41.3,2357,82.6,10426,351.5,34016,1173.3,70645,2383,5769,197.8
2012-01-01,AR,123240,4177.9,13851,469.6,109389,3708.3,174,59,1233,41.8,2310,78.3,10134,343.5,32673,1107.6,70982,2406.3,5734,194.4
2013-01-01,AR,120182,4061.9,13705,463.2,106477,3598.7,158,53,1135,38.4,2261,76.4,9796,331.1,30369,1026.4,70430,2380.4,5678,191.9
2014-01-01,AR,113700,3832.3,14248,480.2,99452,3352.1,175,59,1291,43.5,2037,68.7,10220,344.5,24816,836.4,69001,2325.7,5635,189.9
2015-01-01,AR,113160,3800,15769,529.5,97391,3270.5,189,63,1425,47.9,2117,71.1,11455,384.7,22851,767.4,68720,2307.7,5820,195.4
2016-01-01,AR,114655,3836.9,16563,554.3,98092,3282.6,217,73,2214,74.1,2125,71.1,12007,401.8,23814,796.9,67091,2245.2,7187,240.5
2017-01-01,AR,111415,3710.2,16996,566,94419,3144.2,249,83,2140,71.3,1998,66.5,12609,419.9,22369,744.9,64795,2157.7,7255,241.6
2018-01-01,AR,104177,3456.6,16384,543.6,87793,2913,216,72,2196,72.9,1594,52.9,12378,410.7,19193,636.8,61487,2040.2,7113,236
1960-01-01,CA,546069,3474.3,37558,239,508511,3235.4,616,39,2859,18.2,15287,97.3,18796,119.6,143102,910.5,311956,1984.8,53453,340.1
1961-01-01,CA,559162,3410.1,38154,232.7,521008,3177.5,605,37,3033,18.5,14832,90.5,19684,120,146615,894.2,319834,1950.6,54559,332.7
1962-01-01,CA,604297,3561,39846,234.8,564451,3326.2,657,39,2946,17.4,15598,91.9,20645,121.7,158523,934.1,348373,2052.9,57555,339.2
1963-01-01,CA,666128,3787,42419,241.2,623709,3545.8,673,38,3080,17.5,16458,93.6,22208,126.3,175703,998.9,384289,2184.7,63717,362.2
1964-01-01,CA,748656,4139.9,48026,265.6,700630,3874.3,740,41,3621,20,18667,103.2,24998,138.2,196883,1088.7,427960,2366.5,75787,419.1
1965-01-01,CA,803487,4319.4,52490,282.2,750997,4037.2,880,47,3948,21.2,21081,113.3,26581,142.9,225007,1209.6,444217,2388,81773,439.6
1966-01-01,CA,860662,4549.4,57718,305.1,802944,4244.3,868,46,4432,23.4,22317,118,30101,159.1,241666,1277.4,474122,2506.2,87156,460.7
1967-01-01,CA,968203,5055.1,67446,352.1,900757,4703,1039,54,4792,25,28539,149,33076,172.7,276958,1446,526477,2748.8,97322,508.1
1968-01-01,CA,1099656,5721.1,81293,422.9,1018363,5298.2,1150,60,5744,29.9,36991,192.5,37408,194.6,316081,1644.5,582838,3032.3,119444,621.4
1969-01-01,CA,1185961,6099.7,89878,462.3,1096083,5637.4,1386,71,7053,36.3,39240,201.8,42199,217,325891,1676.1,638249,3282.7,131943,678.6
1970-01-01,CA,1264854,6339.1,94741,474.8,1170113,5864.3,1376,69,7005,35.1,41277,206.9,45083,225.9,349788,1753,682811,3422.1,137514,689.2
1971-01-01,CA,1352941,6690.1,104872,518.6,1248069,6171.5,1642,81,7300,36.1,47626,235.5,48304,238.9,392277,1939.8,711417,3517.9,144375,713.9
1972-01-01,CA,1312635,6413.1,110667,540.7,1201968,5872.4,1791,88,8127,39.7,48829,238.6,51920,253.7,398960,1949.2,663568,3242,139440,681.3
1973-01-01,CA,1298872,6304.9,116563,565.8,1182309,5739.1,1862,90,8357,40.6,49531,240.4,56813,275.8,407824,1979.6,643488,3123.6,130997,635.9
1974-01-01,CA,1431468,6846.8,127658,610.6,1303810,6236.2,1985,95,8494,40.6,52822,252.7,64357,307.8,433194,2072,737067,3525.5,133549,638.8
1975-01-01,CA,1526293,7204.6,138842,655.4,1387451,6549.2,2209,10.4,8807,41.6,59827,282.4,67999,321,469726,2217.3,784639,3703.7,133086,628.2
1976-01-01,CA,1556757,7234,144041,669.3,1412716,6564.7,2220,10.3,9614,44.7,59318,275.6,72889,338.7,467980,2174.6,806086,3745.8,138650,644.3
1977-01-01,CA,1534621,7008.7,154582,706,1380039,6302.7,2515,11.5,10825,49.4,62852,287,78390,358,468452,2139.4,766317,3499.8,145270,663.5
1978-01-01,CA,1586483,7116.2,165626,742.9,1420857,6373.3,2611,11.7,11316,50.8,68235,306.1,83464,374.4,488966,2193.3,777783,3488.8,154108,691.3
1979-01-01,CA,1695108,7468.8,184087,811.1,1511021,6657.7,2952,13,12239,53.9,75767,333.8,93129,410.3,496310,2186.8,847148,3732.6,167563,738.3
1980-01-01,CA,1843332,7833.1,210290,893.6,1633042,6939.5,3411,14.5,13693,58.2,90420,384.2,102766,436.7,545138,2316.5,913070,3880,174834,742.9
1981-01-01,CA,1833787,7590.5,208485,863,1625302,6727.5,3143,13,13566,56.2,93781,388.2,97995,405.6,540806,2238.5,921939,3816.1,162557,672.9
1982-01-01,CA,1801256,7285.5,201429,814.7,1599827,6470.7,2779,11.2,12529,50.7,91988,372.1,94133,380.7,499466,2020.2,935831,3785.1,164530,665.5
1983-01-01,CA,1680978,6677.4,194491,772.6,1486487,5904.9,2639,10.5,12093,48,85826,340.9,93933,373.1,460460,1829.1,867123,3444.5,158904,631.2
1984-01-01,CA,1657320,6468.3,195589,763.4,1461731,5705,2717,10.6,11702,45.7,83924,327.5,97246,379.5,443094,1729.3,857328,3346.1,161309,629.6
1985-01-01,CA,1718473,6518,201763,765.3,1516710,5752.7,2770,10.5,11421,43.3,86387,327.7,101185,383.8,448506,1701.1,890967,3379.4,177237,672.2
1986-01-01,CA,1824669,6762.8,248370,920.5,1576299,5842.3,3038,11.3,12119,44.9,92512,342.9,140701,521.5,457698,1696.4,913004,3383.9,205597,762
1987-01-01,CA,1799871,6506.4,253943,918,1545928,5588.4,2924,10.6,12109,43.8,83341,301.3,155569,562.4,419969,1518.2,896335,3240.2,229624,830.1
1988-01-01,CA,1869092,6635.5,261912,929.8,1607180,5705.7,2936,10.4,11780,41.8,86141,305.8,161055,571.8,407631,1447.1,933636,3314.5,265913,944
1989-01-01,CA,1965652,6763.4,284136,977.7,1681516,5785.8,3158,10.9,11966,41.2,96431,331.8,172581,593.8,410468,1412.3,972603,3346.5,298445,1026.9
1990-01-01,CA,1965237,6603.6,311051,1045.2,1654186,5558.4,3553,11.9,12688,42.6,112208,377,182602,613.6,400392,1345.4,951580,3197.5,302214,1015.5
1991-01-01,CA,2057513,6772.6,331122,1089.9,1726391,5682.7,3859,12.7,12896,42.4,124939,411.3,189428,623.5,424656,1397.8,986120,3246,315615,1038.9
1992-01-01,CA,2061761,6679.5,345624,1119.7,1716137,5559.8,3921,12.7,12761,41.3,130897,424.1,198045,641.6,427491,1384.9,968534,3137.8,320112,1037.1
1993-01-01,CA,2015265,6456.9,336381,1077.8,1678884,5379.1,4096,13.1,11766,37.7,126436,405.1,194083,621.8,414182,1327,945407,3029.1,319295,1023
1994-01-01,CA,1940497,6173.8,318395,1013,1622102,5160.8,3703,11.8,10984,34.9,112160,356.8,191548,609.4,384257,1222.5,929640,2957.7,308205,980.6
1995-01-01,CA,1841984,5831.1,305154,966,1536830,4865.1,3531,11.2,10554,33.4,104611,331.2,186458,590.3,353895,1120.3,902456,2856.9,280479,887.9
1996-01-01,CA,1660131,5207.8,274996,862.7,1385135,4345.1,2916,91,10244,32.1,94222,295.6,167614,525.8,312212,979.4,830457,2605.1,242466,760.6
1997-01-01,CA,1569949,4865.3,257582,798.3,1312367,4067.1,2579,80,10189,31.6,81468,252.5,163346,506.2,299240,927.4,784405,2430.9,228722,708.8
1998-01-01,CA,1418674,4342.8,229883,703.7,1188791,3639.1,2171,66,9782,29.9,68782,210.6,149148,456.6,269012,823.5,724262,2217.1,195517,598.5
1999-01-01,CA,1261164,3805,207879,627.2,1053285,3177.8,2005,60,9363,28.2,60039,181.1,136472,411.7,223814,675.3,660991,1994.2,168480,508.3
2000-01-01,CA,1266714,3739.7,210531,621.6,1056183,3118.2,2079,61,9785,28.9,60249,177.9,138418,408.7,222293,656.3,651855,1924.5,182035,537.4
2001-01-01,CA,1347056,3893.2,212867,615.2,1134189,3278,2206,64,9960,28.8,64614,186.7,136087,393.3,232273,671.3,697739,2016.6,204177,590.1
2002-01-01,CA,1384872,3956.6,208388,595.4,1176484,3361.2,2395,68,10198,29.1,64968,185.6,130827,373.8,2384280,681.2,715692,2044.7,222364,635.3
2003-01-01,CA,1420637,4006,205551,579.6,1215086,3426.4,2407,67,9994,28.2,63770,179.8,129380,364.8,242272,683.2,731486,2062.7,241326,680.5
2004-01-01,CA,1416369,3970.8,189175,527.8,1227194,3423.9,2392,67,9615,26.8,61768,172.3,115400,322,245903,686.1,728687,2033.1,252604,704.8
2005-01-01,CA,1390710,3846.2,190178,526,1200532,3320.6,2503,69,9392,26,63622,176.1,114661,317.3,250521,692.9,692467,1915.3,257543,712.3
2006-01-01,CA,1350137,3743.4,194120,532.5,1156017,3170.9,2485,68,9212,25.3,70968,194.7,111455,305.7,246464,676,666860,1829.1,242693,665.7
2007-01-01,CA,1299685,3555.6,191025,522.6,1108660,3033,2260,62,9013,24.7,70542,193,109210,298.8,237025,648.4,652243,1784.4,219392,600.2
2008-01-01,CA,1265939,3460.7,185173,506.2,1080766,2954.5,2142,59,8903,24.3,69385,189.7,104743,286.3,237724,649.9,650513,1778.3,192529,526.3
2009-01-01,CA,1184367,3204.3,174934,473.3,1009433,2731,1972,53,8713,23.6,64093,173.4,100156,271,230198,622.8,615402,1665,163833,443.3
2010-01-01,CA,1146072,3069.5,164133,439.6,981939,2629.9,1809,48,8331,22.3,58116,155.6,95877,256.8,228857,612.9,600558,1608.4,152524,408.5
2011-01-01,CA,1128765,2995.4,154943,411.2,973822,2584.2,1792,48,7665,20.3,54291,144.1,91195,242,230075,610.5,596905,1584,146842,389.7
2012-01-01,CA,1210409,3185.3,160944,423.5,1049465,2761.8,1884,50,7837,20.6,56521,148.7,94702,249.2,245767,646.8,635090,1671.3,168608,443.7
2013-01-01,CA,1173646,3053.8,154739,402.6,1018907,2651.2,1746,45,7464,19.4,53640,139.6,89029,231.7,232058,603.8,621557,1617.3,165292,430.1
2014-01-01,CA,1100956,2838.1,153763,396.4,947193,2441.7,1700,44,8389,21.6,48681,125.5,91804,236.7,202669,522.4,592673,1527.8,151851,391.4
2015-01-01,CA,1191797,3056.4,166883,428,1024914,2628.4,1861,48,9341,24,52862,135.6,99349,254.8,197404,506.2,656517,1683.6,170993,438.5
2016-01-01,CA,1176866,2994.8,174796,444.8,1002070,2550,1930,49,13702,34.9,54789,139.4,104375,265.6,188304,479.2,637010,1621,176756,449.8
2017-01-01,CA,1165660,2958.6,178597,453.3,987063,2505.3,1830,46,14724,37.4,56625,143.7,105418,267.6,176679,448.4,642019,1629.5,168365,427.3
2018-01-01,CA,1118600,2827.8,176982,447.4,941618,2380.4,1739,44,15505,39.2,54326,137.3,105412,266.5,164632,416.2,621775,1571.8,155211,392.4
1960-01-01,CO,38103,2172.4,2408,137.3,35695,2035.1,73,42,229,13.1,1362,77.7,744,42.4,9996,569.9,21949,1251.4,3750,213.8
1961-01-01,CO,42815,2404,2659,149.3,40156,2254.7,83,47,230,12.9,1633,91.7,713,40,11681,655.9,23551,1322.3,4924,276.5
1962-01-01,CO,50862,2667.1,2990,156.8,47872,2510.3,96,50,283,14.8,1624,85.2,987,51.8,12988,681.1,28740,1507.1,6144,322.2
1963-01-01,CO,52179,2660.8,2555,130.3,49624,2530.5,94,48,285,14.5,1340,68.3,836,42.6,13149,670.5,30465,1553.5,6010,306.5
1964-01-01,CO,53647,2728.7,3119,158.6,50528,2570.1,82,42,336,17.1,1323,67.3,1378,70.1,13367,679.9,31829,1619,5332,271.2
1965-01-01,CO,53252,2704.5,3007,152.7,50245,2551.8,69,35,318,16.2,1073,54.5,1547,78.6,12817,650.9,32532,1652.2,4896,248.7
1966-01-01,CO,59500,3009.6,3340,168.9,56160,2840.7,79,40,343,17.3,1064,53.8,1854,93.8,14057,711,36205,1831.3,5898,298.3
1967-01-01,CO,65354,3309.1,3789,191.8,61565,3117.2,81,41,412,20.9,1342,67.9,1954,98.9,15590,789.4,39885,2019.5,6090,308.4
1968-01-01,CO,79107,3862.6,5387,263,73720,3599.6,110,54,535,26.1,1977,96.5,2765,135,18780,917,46326,2262,8614,420.6
1969-01-01,CO,94463,4498.2,6275,298.8,88188,4199.4,112,53,605,28.8,2324,110.7,3234,154,23798,1133.2,53743,2559.2,10647,507
1970-01-01,CO,117386,5318.2,7874,356.7,109512,4961.4,137,62,795,36,2849,129.1,4093,185.4,30481,1380.9,66043,2992.1,12988,588.4
1971-01-01,CO,125952,5517,8530,373.6,117422,5143.3,149,65,877,38.4,3080,134.9,4424,193.8,33104,1450,71423,3128.5,12895,564.8
1972-01-01,CO,131841,5593.6,9555,405.4,122286,5188.2,196,83,905,38.4,3332,141.4,5122,217.3,37242,1580.1,71154,3018.8,13890,589.3
1973-01-01,CO,133933,5495.8,10088,414,123845,5081.9,193,79,944,38.7,3970,162.9,4981,204.4,38963,1598.8,70931,2910.6,13951,572.5
1974-01-01,CO,153898,6165.8,10728,429.8,143170,5736,151,60,910,36.5,4137,165.7,5530,221.6,46005,1843.1,83722,3354.2,13443,538.6
1975-01-01,CO,169156,6675.5,11735,463.1,157421,6212.4,188,74,1051,41.5,4412,174.1,6084,240.1,50710,2001.2,94873,3744,11838,467.2
1976-01-01,CO,175189,6782.4,10770,417,164419,6365.4,176,68,873,33.8,3608,139.7,6113,236.7,48558,1879.9,104443,4043.5,11418,442
1977-01-01,CO,178812,6827.5,13407,511.9,165405,6315.6,166,63,1100,42,4471,170.7,7670,292.9,50684,1935.2,102225,3903.2,12496,477.1
1978-01-01,CO,182426,6832.4,13296,498,169130,6334.5,196,73,1323,49.6,4251,159.2,7526,281.9,49917,1869.6,106185,3977,13028,487.9
1979-01-01,CO,195456,7051.1,14472,522.1,180984,6529,161,58,1472,53.1,4353,157,8486,306.1,49741,1794.4,117898,4253.2,13345,481.4
1980-01-01,CO,211087,7333.5,15215,528.6,195872,6804.9,198,69,1510,52.5,4608,160.1,8899,309.2,58455,2030.8,124514,4325.8,12903,448.3
1981-01-01,CO,217874,7353.2,15755,531.7,202119,6821.4,239,81,1352,45.6,4726,159.5,9438,318.5,60197,2031.6,129658,4375.9,12264,413.9
1982-01-01,CO,215584,7079.9,15354,504.2,200230,6575.7,182,60,1356,44.5,4587,150.6,9229,303.1,53260,1749.1,134873,4429.3,12097,397.3
1983-01-01,CO,208025,6627.1,14955,476.4,193070,6150.7,202,64,1316,41.9,3968,126.4,9469,301.7,48101,1532.4,133271,4245.7,11698,372.7
1984-01-01,CO,205652,6471.1,14548,457.8,191104,6013.3,184,58,1238,39,3623,114,9503,299,49619,1561.3,128859,4054.7,12626,397.3
1985-01-01,CO,223555,6919.1,15219,471,208336,6448,189,58,1321,40.9,4012,124.2,9697,300.1,56480,1748.1,137868,4267,13988,432.9
1986-01-01,CO,229731,7031.9,17105,523.6,212626,6508.3,230,70,1382,42.3,4731,144.8,10762,329.4,58531,1791.6,138219,4230.8,15876,486
1987-01-01,CO,212634,6451.3,15409,467.5,197225,5983.8,191,58,1344,40.8,3916,118.8,9958,302.1,50580,1534.6,132266,4012.9,14379,436.3
1988-01-01,CO,203267,6178.3,15548,472.6,187719,5705.7,187,57,1269,38.6,3250,98.8,10842,329.5,45503,1383.1,128331,3900.6,13885,422
1989-01-01,CO,200328,6039.4,15636,471.4,184692,5568,146,44,1202,36.2,2984,90,11304,340.8,41475,1250.4,128195,3864.8,15022,452.9
1990-01-01,CO,199434,6053.7,17328,526,182106,5527.8,138,42,1521,46.2,2985,90.6,12684,385,39822,1208.8,128172,3890.6,14112,428.4
1991-01-01,CO,205122,6074.1,18887,559.3,186235,5514.8,199,59,1588,47,3628,107.4,13472,398.9,39117,1158.3,132717,3930,14401,426.4
1992-01-01,CO,206770,5958.8,20086,578.8,186684,5379.9,216,62,1641,47.3,4180,120.5,14049,404.9,37853,1090.9,131169,3780.1,17662,509
1993-01-01,CO,197085,5526.8,20229,567.3,176856,4959.5,206,58,1633,45.8,4160,116.7,14230,399,36011,1009.8,124787,3499.4,16058,450.3
1994-01-01,CO,194440,5318.4,18632,509.6,175808,4808.8,199,54,1579,43.2,3910,106.9,12944,354,33843,925.7,127600,3490.2,14365,392.9
1995-01-01,CO,202199,5396.3,16494,440.2,185705,4956.1,216,58,1480,39.5,3604,96.2,11194,298.7,35001,934.1,136184,3634.5,14520,387.5
1996-01-01,CO,195681,5118.5,15463,404.5,180218,4714,180,47,1765,46.2,3755,98.2,9763,255.4,34436,900.8,130576,3415.5,15206,397.8
1997-01-01,CO,181041,4650.4,14139,363.2,166902,4287.2,157,40,1677,43.1,3242,83.3,9063,232.8,30994,796.1,119045,3077.3,16107,413.7
1998-01-01,CO,178197,4487.5,15008,377.9,163189,4109.5,183,46,1883,47.4,3238,81.5,9704,244.4,31231,786.5,115871,2917.9,16087,405.1
1999-01-01,CO,164813,4063.3,13811,340.5,151002,3722.8,185,46,1679,41.4,3056,75.3,8891,219.2,26979,665.1,109228,2692.9,14795,364.8
2000-01-01,CO,171304,3982.6,14367,334,156937,3648.6,134,31,1774,41.2,3034,70.5,9425,219.1,27133,630.8,112843,2623.5,16961,394.3
2001-01-01,CO,186379,4206.3,15492,349.6,170887,3856.6,158,36,1930,43.6,3555,80.2,9849,222.3,28533,643.9,121360,2738.9,20994,473.8
2002-01-01,CO,195936,4353.2,15882,352.9,180054,4000.3,179,40,2066,45.9,3579,79.5,10058,223.5,31678,703.8,125193,2781.4,23183,515.1
2003-01-01,CO,195466,4487.5,15757,377.9,179709,4109.5,185,41,1913,42.1,3738,82.2,9921,218.2,32394,712.3,124496,2737.6,22816,501.7
2004-01-01,CO,197443,4290.5,17121,372,180322,3918.5,201,44,1945,42.3,3739,81.3,11236,244.2,33010,717.3,123308,2679.5,24004,521.6
2005-01-01,CO,206947,4337.8,18498,396.7,188449,4041.1,173,37,2026,43.4,3948,84.7,12351,264.9,34746,745.1,127602,2736.1,26101,559.7
2006-01-01,CO,182660,3842.9,18616,391.6,164054,3451.3,158,33,2076,43.7,3835,80.7,12547,264,32422,682.1,110837,2331.8,20795,437.5
2007-01-01,CO,163047,3353.9,16906,347.8,146141,3006.1,153,31,1998,41.1,3453,71,11302,232.5,28751,591.4,100598,2069.3,16792,345.4
2008-01-01,CO,158236,3206.3,17129,347.1,141107,2859.2,156,32,2094,42.4,3369,68.3,11510,233.2,28222,571.8,99468,2015.5,13417,271.9
2009-01-01,CO,151218,3009.5,17022,338.8,134196,2670.7,159,32,2269,45.2,3371,67.1,11223,223.4,26637,530.1,95079,1892.2,12480,248.4
2010-01-01,CO,151340,2998.2,16339,323.7,135001,2674.5,129,26,2230,44.2,3164,62.7,10816,214.3,26196,519,97534,1932.2,11271,223.3
2011-01-01,CO,148866,2909.7,16085,314.4,132781,2595.3,155,30,2285,44.7,3299,64.5,10346,202.2,25725,502.8,96054,1877.4,11002,215
2012-01-01,CO,155306,2992.7,15951,307.4,139355,2685.3,152,29,2122,40.9,3392,65.4,10285,198.2,26163,504.2,101091,1948,12101,233.2
2013-01-01,CO,156073,2960.4,16099,305.4,139974,2655,174,33,2198,41.7,3136,59.5,9826,186.4,25075,475.6,102375,1941.8,12524,237.6
2014-01-01,CO,152276,2843.3,16487,307.8,135789,2535.5,150,28,2236,41.8,3037,56.7,10211,190.7,23502,438.8,99688,1861.4,12599,235.2
