year,state,Black,Other,White,Female,Male,00,01,02,03,04,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85
1976-01-01,RI,28801,7888,913639,495965,454363,11696,11810,11572,11832,12906,14724,14669,14467,14015,14870,15168,15895,17234,17489,18099,18313,17451,17401,19057,20596,19560,18917,17175,16133,15621,15430,14467,14720,14206,16141,11689,11582,11701,12460,11076,10041,9507,9516,9071,9017,9006,8965,8880,9151,9295,9894,10572,10443,10386,10975,10755,11575,11682,11670,11709,11352,11354,10763,10286,9947,9499,9987,9820,9394,8791,8384,8641,7950,7717,7099,6762,6695,6171,5889,5221,4991,4942,4308,3873,3754,3379,3258,2988,2840,2238,9783
1976-01-01,SC,887572,12939,2040793,1503832,1437472,46164,45847,44890,46861,49508,52982,52354,51708,49218,51153,53567,55712,57298,58367,60115,61885,61562,62359,63987,67625,67342,62932,59872,56188,54524,51957,48777,48900,46765,51764,39705,38374,39762,41529,37339,34756,32320,31466,30350,30065,30869,29427,28975,29133,29165,29646,30782,29856,29114,29294,29545,31029,29749,29721,29159,28578,29030,26864,25571,24716,23898,24433,23237,22760,22206,21139,20336,19687,18089,17961,15946,14483,12974,11851,11061,9877,9466,8305,7156,7477,6201,5394,4835,4501,3799,16160
1976-01-01,SD,1960,42208,642749,346986,339931,11009,10716,10143,10477,11257,11732,11577,11230,10722,11147,12255,12426,13069,13335,14157,14687,14747,14827,14637,14818,14642,13468,12773,11592,11835,10522,9963,9849,9749,11003,8199,7707,7629,7892,7335,6738,6450,6268,6288,6316,6422,6327,6121,6351,6493,6495,7034,6779,7045,6962,6733,7206,7092,7144,7161,6839,7087,6646,6446,6326,6062,6302,6143,6164,5861,5380,5603,5410,5249,4961,4792,4733,4438,4304,3759,3785,3750,3413,3113,3059,2698,2608,2431,2306,1839,8859
1976-01-01,TN,676542,14718,3637940,2235475,2093725,62139,61909,60075,62506,67226,72539,71650,70670,67605,70577,74539,76255,78962,81216,84132,86478,84720,83539,85948,87838,84721,79943,77490,75106,74574,73192,69532,69021,68153,76810,58111,57394,58508,61066,55287,51899,48764,47762,47301,46448,47539,45124,44236,44592,45828,45609,47676,46491,46429,46210,46410,47572,46548,46321,46706,44301,45141,42365,40185,39126,37870,39765,38154,37151,36936,35250,35434,34256,31891,31495,28463,27302,24728,23363,21584,19354,18325,16718,14679,14645,12436,11472,10175,9380,7903,34457
1976-01-01,TX,1556695,116335,11230362,6561519,6341873,213093,205447,197026,204635,219867,231190,227510,225540,213139,221357,233494,238754,245681,248012,253050,259559,254805,257823,258244,271494,266492,255240,250408,245309,245163,235557,221592,219219,212913,240312,176594,171350,173559,180912,164861,156684,144813,136769,135692,135146,137546,130732,128112,129150,130594,132348,137299,132359,131487,132520,131665,133533,129070,127896,129032,120085,121249,112845,106741,103074,102339,102745,100997,95900,94502,92044,94213,88762,83757,80682,74139,71535,66758,61265,56327,51161,49745,44236,39215,38373,32238,31173,27521,24714,20945,92464
1976-01-01,UT,8212,30062,1234136,641508,630902,30970,30248,28599,28477,28473,28034,26362,25246,23210,23687,24095,24540,25212,25518,25211,26315,26121,26644,28413,28356,25951,27681,27830,26919,26597,24214,22782,21992,21125,23423,16637,16114,16093,16177,14578,13748,13021,12116,11724,11689,11781,11392,10922,11001,11215,10999,11389,10839,10707,11038,10619,11247,10669,10616,10726,10102,10279,9439,9028,8727,8198,8587,8259,7923,7670,7076,7381,6696,6556,5833,5890,5623,5217,4696,4415,3918,3881,3450,3143,2768,2637,2469,2261,2018,1689,7279
1976-01-01,VA,959483,53242,4119794,2612642,2519877,70793,70504,68557,70851,76325,84352,82661,82680,79909,83919,88397,92375,95479,96763,99422,101989,99883,100384,101015,107045,108330,105983,102237,97911,95348,93348,89043,89565,85987,96606,72732,72645,74821,78525,70619,66078,62170,61392,58959,58223,58245,56285,54649,54917,54503,54452,57350,55908,55365,55636,55840,58367,56355,55367,54691,52157,53279,49082,46599,44580,41937,43777,41500,39694,38591,35718,35355,33487,31258,30733,27255,25522,23617,21805,19942,18554,17697,15835,14285,14544,12080,11194,10000,9219,7727,33741
1976-01-01,VT,1026,1791,482355,248251,236921,6981,7037,6701,7057,7572,8230,8055,8197,7766,8288,8604,8959,9336,9466,9838,9681,9548,9482,10642,11169,10069,9776,8646,8113,8262,8040,7767,8004,8047,9300,6764,6669,6796,6975,6276,5768,5225,5176,4968,4910,4938,4659,4606,4498,4642,4670,4816,4725,4747,4922,4659,4943,4966,4658,4782,4634,4664,4457,4132,4221,3924,4110,4109,3910,3827,3676,3749,3543,3491,3256,3107,3022,2888,2602,2382,2304,2217,2025,1863,1799,1580,1492,1403,1276,1056,5062
1976-01-01,WA,89778,127950,3472900,1857578,1833050,52279,51294,48856,50032,53043,59840,59067,58401,56556,60483,63388,65644,67592,68046,69613,70837,70566,72148,70793,74720,70951,69158,67644,66606,67060,66536,64328,64954,63211,72063,53809,52823,53880,55947,49591,46362,43470,41307,39939,39383,39181,37707,36765,37037,36984,37033,39217,37645,38027,38751,39254,40472,39806,39188,39904,38365,38670,36496,35247,34317,32413,33558,32356,31325,29998,28455,28441,26281,25467,23200,22022,21449,19608,18345,16397,15546,15012,13391,12405,11467,10649,10365,9401,8692,7333,34766
1976-01-01,WI,161716,42085,4380946,2335433,2249314,64966,64776,62982,65602,70706,78786,76617,75499,72768,77462,82467,85935,90247,92950,95646,96185,94112,94482,94855,95745,90674,86126,82578,79030,79046,75644,71690,72823,72286,80522,58532,57317,57535,59352,54192,50205,46920,46667,46085,45851,45190,44559,43858,44370,44402,45070,47338,46429,46542,48026,45516,48620,48394,48130,48200,47114,46898,44612,41696,40872,39024,41199,40893,40550,39129,36428,36873,34488,33317,30950,29902,29435,27737,26383,23520,22310,22189,19655,18292,16953,15159,15108,13803,12629,10485,46637
1976-01-01,WV,65531,5488,1806517,966914,910622,27241,27471,26896,27907,30158,31830,30894,31106,29226,29916,30770,32632,34130,34592,35695,37781,36445,36135,35757,35904,35240,34146,32790,31314,30554,29123,27590,28562,28523,32861,23204,23024,23045,23657,21076,20490,18721,18638,18811,18841,18772,18438,18539,18459,18831,20090,20697,20343,20728,20754,20510,21832,21989,21729,22130,21101,21378,19950,19259,18598,17959,18783,18277,18119,17578,16385,16640,15840,14910,14452,13169,12615,11746,11285,9995,9367,8946,8154,7223,6906,5990,5614,5113,4754,3833,17060
1976-01-01,WY,3064,7516,384913,194027,201466,7090,6923,6363,6425,6863,7253,6918,6790,6421,6574,6993,7088,7295,7364,7551,7778,7814,7786,7824,8101,8075,7896,7865,7926,8248,7798,7471,7345,7274,8235,5792,5510,5514,5492,4908,4825,4559,4234,4183,4115,4207,4052,3898,3950,3817,3928,4174,3979,3928,3957,3856,4093,3953,3876,3797,3638,3627,3391,3147,3099,2935,3033,2906,2839,2742,2608,2655,2414,2323,2137,1971,1887,1754,1636,1482,1435,1364,1229,1141,1100,954,943,826,783,641,2909
1977-01-01,AK,12895,70438,313887,186115,211105,8173,7478,7264,7141,7213,7594,7938,7944,7166,7278,7660,7485,7637,7857,7906,7912,7865,7720,7056,7839,9027,9401,9043,9055,9397,9633,9462,9393,8897,9318,10240,6884,7062,6852,7385,6505,6002,5477,5163,5225,4893,4434,4302,4151,4076,3859,3812,3860,3476,3523,3440,3258,3241,3001,2883,2827,2569,2397,2151,2006,1698,1647,1612,1383,1327,1107,923,854,807,735,625,565,513,456,437,363,339,307,247,244,190,149,158,121,105,602
1977-01-01,AL,964961,14015,2803595,1962569,1820002,59631,55542,56383,56176,58873,61359,67400,66707,63032,63020,65672,66382,69401,72781,75263,77864,78331,76646,76173,76435,76679,71165,68873,66392,65122,62035,60258,57592,55776,57492,63383,45395,46914,46791,50293,44968,42267,40009,38351,39582,39638,38315,38508,37272,38529,37783,38491,40970,39106,39580,38154,39433,39956,40174,38883,38046,36835,38267,35263,33530,33279,34072,32284,33497,32797,31711,30032,31015,27598,28165,25583,23520,22375,20943,19835,16605,15856,15160,13108,12860,10180,9552,8596,7432,6796,30579
1977-01-01,AR,365149,12774,1829272,1138192,1069003,35169,32264,32855,32635,34112,35268,38350,37827,35290,35162,36899,37258,39075,40932,42268,43954,44691,43369,41456,41198,41289,38561,37059,36041,35794,34415,33299,31781,31340,32973,36232,25844,26248,26353,29071,25779,23988,22310,22164,22626,22364,21088,21223,20487,21441,20816,21258,22523,21167,21834,21210,21916,22351,22736,22601,22683,21856,22573,21343,20972,20731,21655,22036,21315,21809,21436,20528,21168,19871,19675,17614,16998,16261,14813,14257,11787,11536,11144,9792,9069,7514,7244,6708,5876,5390,23327
1977-01-01,AZ,68074,155160,2204062,1230624,1196672,41603,37292,37628,37062,38052,38673,41628,41625,38677,39538,41661,41419,43427,45260,46039,46842,47697,46623,46787,49425,50499,47602,46540,45085,45016,43248,41326,39798,38879,41418,44760,31028,31237,30952,33704,29627,27393,25651,25162,25589,25038,23794,23420,22789,23346,22602,22946,24134,23003,24083,23564,23692,23994,23894,23618,23742,23072,23466,22259,21758,20429,21624,21983,21996,21792,20562,20161,20865,19192,18725,16293,16054,14881,13909,12393,10328,10112,9418,8288,7167,6089,5745,5320,4636,3915,15733
1977-01-01,CA,1693193,1234200,19422939,11335130,11015202,330744,299941,300728,298064,306160,328264,354116,350387,328291,337966,359446,360378,375439,392030,400541,407060,420087,420754,419242,445453,451585,433363,432843,432042,433198,426406,412283,400077,386301,410898,447932,311516,317958,318305,349122,303161,275398,256910,248365,253249,249166,237100,233625,227547,232303,228598,232824,242041,232242,243009,238517,240906,243823,242162,242071,234417,226678,227580,211076,203088,186685,189962,188559,180753,175027,167161,158630,158755,148499,142895,129427,125703,116586,109920,101663,89324,87677,85679,76570,71091,59834,59049,54221,47707,42934,191245
1977-01-01,CO,90893,44180,2561106,1356122,1340057,43065,39076,38841,37973,38997,40422,44296,44341,41990,42839,45280,45424,46813,48647,49345,50737,52023,51586,54037,57769,59433,57273,55616,55330,56242,54996,53937,52681,51891,55583,59471,40852,41163,40877,43130,37529,33863,31225,30579,30552,29726,28530,27517,26849,27064,26051,26818,27810,26422,27169,25755,26619,26350,25650,24919,24224,23587,23569,22014,20817,19129,19487,19408,18443,17809,16486,16219,16050,15054,14619,13025,12726,11830,11184,10497,8842,9028,8733,7787,7150,6140,6235,5765,5187,4796,21366
1977-01-01,CT,207776,20993,2859976,1596228,1492517,38159,35873,36510,36596,39138,43896,48197,48243,46791,48602,51168,52235,55700,58760,61431,61444,61767,59653,56127,56206,54759,53007,51771,51288,51289,50318,49171,48247,46268,48699,54812,39210,40825,42170,46711,39197,37172,36042,33946,34124,33426,32691,32522,31475,32167,32748,33495,35602,34846,36867,35449,37116,38208,37689,36576,37404,35746,35951,33375,32198,29685,30604,30499,29366,27673,25874,24328,23856,22487,21309,19043,18622,17514,16517,15206,13365,13092,12663,11471,10104,9406,9640,9032,8096,7368,30852
1977-01-01,DC,480798,8262,192706,365875,315891,8013,7269,7497,7471,7872,8627,9226,8880,8849,9237,9581,9835,10167,10498,10604,10807,11417,11424,13771,15644,15387,15086,14720,14562,14000,14787,14813,14336,13418,13410,13565,9922,10453,10241,10272,8909,8284,7909,7273,7347,7408,7106,6971,6838,6888,6381,6632,7178,6874,6986,6844,7597,7600,7424,7403,7183,7075,7493,6933,6302,5841,6557,6633,6226,6156,5793,5376,5463,4951,5156,4452,4113,3886,3491,3497,3047,2839,2728,2399,2358,2079,1822,1644,1444,1324,5992
1977-01-01,DE,92324,4816,497675,307089,287726,8645,8071,8114,7995,8340,9018,9769,9893,9540,9699,10107,10233,10860,11706,11954,12131,12396,12115,12545,12882,12437,11921,11391,10756,10468,10114,9757,9736,9150,9766,10573,7664,7941,8038,8570,7269,6930,6598,6465,6522,6484,6406,6365,6108,6223,6122,6344,6701,6505,6785,6457,6752,6812,6677,6559,6412,6292,6271,5832,5536,5140,5137,5179,4939,4551,4326,3971,3970,3670,3659,3008,3056,2725,2579,2414,2143,2097,2052,1773,1697,1423,1463,1286,1192,1019,4624
1977-01-01,FL,1243340,60301,7585165,4611713,4277093,113886,103743,104921,104947,109416,113474,125055,126737,121802,123349,129382,130375,137122,145759,150421,155907,158956,155813,151516,156858,158099,148756,147006,145275,145042,138465,133575,128436,124692,132222,141780,100540,103592,104942,115573,101954,94875,90265,86793,89903,90129,86943,86666,84967,86919,85568,87949,94446,90420,95006,91368,96111,98260,98763,97910,97948,96671,100287,95451,94072,91454,97767,102200,103915,103805,105585,103685,108223,102200,101050,92516,91794,85681,80933,74616,63107,60962,59207,51226,46466,37815,36468,32704,28651,24893,94805
1977-01-01,GA,1365735,24950,3820621,2689038,2522268,84512,78368,78798,78262,82019,85796,94346,93597,88206,88818,91584,92962,96109,101323,103437,105492,106231,104246,103301,105562,106607,99472,98473,97144,95200,93696,90742,88372,85608,89608,98128,70163,72972,72894,77785,68319,63595,60031,57620,57841,57415,54844,53727,51950,53426,51607,51780,55450,52613,52852,50567,52687,52013,51044,50534,49425,47433,48952,45376,43233,41550,43029,40819,40616,39191,38441,35581,36482,33136,33450,29639,27172,24957,23502,21875,18592,17836,17273,14863,14909,11529,11182,9980,8746,7976,34813
1977-01-01,HI,14503,628726,272524,444360,471393,15041,14059,14382,14513,14624,15449,15544,14705,14216,14804,16067,15763,15614,16002,16417,17010,17270,17087,16740,18342,21563,21329,20314,19379,19250,18366,17993,17809,16738,16478,17208,13388,14231,14081,14107,12575,11653,10952,10001,10024,9345,9137,9247,9117,9639,9502,9171,9653,9428,9434,9340,9683,9987,9582,9472,9514,8765,8750,7996,7387,6806,7404,7091,6657,6469,5749,5280,5273,4702,4503,4189,3871,3488,3194,2994,2795,2571,2348,2042,1963,1621,1433,1178,1058,956,4881
1977-01-01,IA,39075,15946,2859383,1496374,1418030,44551,41145,41649,40703,41739,44136,48071,47589,45669,45776,48871,48673,51693,54517,56537,56887,58607,57801,58446,59139,58203,53522,51889,50110,50137,47774,46225,44460,44427,46625,50245,34355,34449,34071,37209,32566,30178,28385,28491,29453,28530,27873,27537,27315,27960,27812,28314,30070,28979,30131,28906,30461,31207,31068,30701,30500,29260,29895,28184,27447,25695,26996,26857,26416,25823,23825,23241,23731,22570,21855,20142,20147,18836,18293,17281,15019,15499,15394,14264,12667,11178,11465,10873,9719,8826,40669
1977-01-01,ID,2609,14982,865948,441904,441635,17489,16367,16031,15794,15616,15770,16982,16580,15234,15230,15531,15516,16237,16921,17229,17482,18008,17800,17895,17803,17442,16251,15926,15599,15943,15100,14946,14548,14376,15173,16568,11387,11292,11130,12449,10962,10196,9236,9173,9345,9182,8651,8415,8275,8162,7943,8072,8292,8112,8290,8079,8167,8410,8297,8047,8244,7990,8223,7777,7578,7125,7426,7373,7150,7001,6406,6202,6226,6009,5556,5000,4821,4401,4179,3767,3252,3229,3071,2884,2486,2179,2172,2016,1775,1581,7489
1977-01-01,IL,1606451,149676,9650204,5874465,5531866,173177,158244,160725,159856,166980,174939,189666,189640,180209,182258,191172,193287,204169,213505,217113,222715,224697,223079,219102,223449,218114,204854,204858,201333,201577,196664,189703,185727,180438,189309,205793,144974,148700,148346,161577,138150,130259,125297,121985,123607,120298,117765,116837,113411,116518,115320,117669,123446,118666,125953,120405,126207,128340,128032,126423,125150,120626,121109,111863,107042,100110,104766,103616,100618,97621,90510,85365,85194,78548,76851,69745,67798,63510,60155,56641,48499,48073,47004,41645,38229,33496,33169,30426,27040,24657,102718
1977-01-01,IN,395739,25404,4984008,2775592,2629559,84965,79286,80513,79755,83017,86631,95182,94446,89297,89380,92833,93285,98776,104198,105803,108562,110359,107176,107348,109817,108394,102385,98712,95655,94009,92069,88759,86059,84453,87791,97060,68125,68585,68698,74288,65387,59935,57864,57044,58088,56354,55272,54405,52562,53781,54164,55141,57930,56078,57931,55698,58414,59222,58736,57769,56653,54901,54228,50846,48179,44518,46778,46285,44753,43663,40259,38651,38930,36486,35038,31641,31270,29112,27649,26158,22103,22476,21929,20111,17682,15184,15019,14113,12492,11139,49459
1977-01-01,KS,119013,27071,2172063,1182018,1136129,35764,32629,32484,31942,32938,34047,36970,36662,33930,34760,36913,36807,38532,40449,41902,43238,44610,44359,45601,48706,49741,46455,44356,42710,42077,39937,38287,36224,35391,37192,39803,27992,28185,28037,30672,26962,24886,23056,22965,23205,23122,22612,22206,21728,22498,22338,23168,24296,23743,24287,23498,24457,24998,24833,24828,23856,23788,23754,22452,21844,20337,21237,21184,20746,20395,18800,18771,19239,18186,17642,16305,16278,15326,14623,13823,11806,12088,11755,10849,9556,8615,8627,8189,7257,6601,30230
1977-01-01,KY,251337,11917,3311967,1825800,1749421,56241,52745,53511,53316,55148,56833,62439,62340,58701,57902,60241,60661,64326,67740,69822,72280,72571,72049,71562,74655,74252,68717,66348,64081,63416,61258,58099,56104,55772,58501,64520,45040,45099,44759,49113,42974,39289,37215,37098,38077,37583,35990,35477,33700,34979,34793,35772,37459,35490,36416,35746,36712,37496,36548,36332,35393,34657,35007,33135,31400,29427,31258,30427,29683,30416,27256,27022,27744,26142,25994,22820,22244,20839,19820,18949,15831,15498,15453,13540,12682,10467,10082,9415,8189,7377,31746
1977-01-01,LA,1176515,27831,2811077,2066161,1949262,69839,63788,64557,64048,65768,70077,75377,73218,69285,69079,73387,74700,78144,81940,83050,85835,85557,83553,84268,86556,87184,79818,77557,74988,73833,71634,68096,64666,62747,64104,69314,48736,50262,50543,52741,47233,43792,41409,40520,40835,40910,39189,39321,37785,38012,37873,37901,41560,39584,39983,38372,39808,40822,39825,38575,37480,36143,37533,34793,32493,31208,32386,32116,30337,30209,29458,27536,28741,25992,26305,23488,21966,20951,19265,18152,16119,14667,14658,12343,12001,9586,8906,8011,7254,6171,27597
1977-01-01,MA,224414,51213,5468490,3006646,2737471,71394,67460,68791,67973,72020,79188,88386,89014,85352,87302,92134,94339,101968,107193,110795,110310,111372,109033,113333,118492,116024,109855,105543,103203,101418,99329,95639,92880,89962,94993,103883,73101,74231,75190,81410,68318,63659,61238,58102,58255,57653,56185,55617,54548,55779,56596,58656,62103,59931,62926,61118,64080,66068,65623,64606,64930,62799,62789,58303,57575,53255,55554,55819,53156,51435,48307,46250,46481,44033,42259,38668,38446,36198,34339,31591,28210,28047,27572,24931,22449,19713,20399,18954,16737,15215,66132
1977-01-01,MD,892138,59918,3242573,2158205,2036424,56561,52820,54284,53577,56497,62014,67722,67936,66670,67962,71857,74358,79171,82612,84432,85589,86341,83327,79613,80496,79969,76604,76735,75272,73858,74707,72764,72348,69875,73326,78973,58364,61285,62148,65101,57218,53440,51471,49433,49146,47532,46921,46168,44432,45235,44534,45553,48240,45863,47159,45856,48357,48724,47659,46186,45385,43655,44017,40399,38394,34875,36156,35106,33525,32322,29440,27355,27049,24668,24392,21789,21395,19528,18268,17118,14802,14172,13888,11858,11144,9439,9296,8478,7455,6629,28337
